STATION,NAME,DATE,AWND,PRCP,SNOW,TMAX,TMIN
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/13/07,19.91,0.39,8.8,27,15
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/14/07,11.86,0.03,1.4,21,7
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/15/07,12.08,0,0,14,2
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/16/07,13.65,0,0,19,-4
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/17/07,9.62,0.08,1.9,26,16
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/18/07,9.17,0,0,22,11
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/19/07,16.11,0,0,42,13
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/20/07,5.37,0,0,45,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/21/07,9.4,0,0,48,23
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/22/07,15.66,0,0,40,27
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/23/07,10.96,0,0,33,23
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/24/07,19.91,0.43,2,32,26
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/25/07,14.32,0.44,2.3,38,31
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/26/07,11.63,0.03,0.4,34,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/27/07,6.93,0,0,33,29
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/28/07,12.08,0.01,0,35,28
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/1/07,17,1.09,0,45,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/2/07,23.04,0.06,0.7,32,25
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/3/07,13.2,0.02,0.3,27,20
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/4/07,13.65,0,0,31,14
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/5/07,12.3,0,0,33,19
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/6/07,9.17,0.05,0.7,24,16
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/7/07,7.61,0.03,0.5,28,21
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/8/07,6.04,0,0,40,13
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/9/07,7.38,0.28,0,56,28
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/10/07,8.72,0,0,51,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/11/07,5.14,0,0,54,28
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/12/07,11.41,0,0,63,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/13/07,13.87,0,0,73,48
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/14/07,14.76,0.16,0.1,61,35
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/15/07,13.87,0,0,38,28
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/16/07,10.51,0,0,39,25
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/17/07,7.61,0,0,39,24
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/18/07,7.61,0,0,47,21
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/19/07,13.65,0.06,0,61,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/20/07,12.97,0,0,43,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/21/07,14.09,1.07,0,67,37
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/22/07,12.75,0.09,0,64,44
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/23/07,7.16,0.04,0,52,44
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/24/07,5.82,0,0,64,52
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/25/07,13.2,0,0,79,48
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/26/07,13.87,0,0,79,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/27/07,10.51,0,0,73,45
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/28/07,12.3,0.2,0,50,44
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/29/07,9.62,0,0,60,46
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/30/07,8.95,0,0,55,46
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/31/07,11.18,0.51,0,63,45
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/1/07,17.45,0.09,0,61,46
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/2/07,9.17,0,0,61,41
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/3/07,15.21,0.15,0,70,35
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/4/07,20.8,0,0,35,28
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/5/07,15.43,0,0,40,27
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/6/07,15.21,0,0,36,23
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/7/07,13.87,0,0,32,22
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/8/07,7.38,0,0,40,28
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/9/07,6.26,0,0,43,29
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/10/07,11.18,0,0,52,26
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/11/07,15.21,1.15,3,43,33
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/12/07,12.75,0.09,0,38,33
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/13/07,8.28,0,0,51,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/14/07,8.72,0,0,49,35
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/15/07,8.5,0,0,58,29
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/16/07,8.72,0,0,62,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/17/07,10.74,0,0,70,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/18/07,13.42,0,0,50,39
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/19/07,9.4,0,0,58,41
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/20/07,5.59,0,0,68,38
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/21/07,9.84,0,0,77,43
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/22/07,16.55,0,0,83,52
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/23/07,15.43,0,0,70,51
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/24/07,10.29,0.3,0,68,44
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/25/07,16.55,1.06,0,49,45
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/26/07,9.17,0.49,0,56,45
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/27/07,8.28,0,0,53,43
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/28/07,8.5,0,0,73,39
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/29/07,11.41,0.15,0,82,45
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/30/07,11.41,0.01,0,67,51
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/1/07,9.17,0,0,83,50
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/2/07,13.42,0,0,59,42
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/3/07,11.86,0,0,66,46
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/4/07,10.74,0,0,66,49
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/5/07,12.08,0,0,66,53
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/6/07,14.99,0,0,68,49
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/7/07,10.51,0,0,83,47
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/8/07,5.82,0,0,82,54
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/9/07,6.26,0.13,0,77,61
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/10/07,4.03,0,0,84,56
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/11/07,12.97,0,0,70,51
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/12/07,12.97,0,0,64,46
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/13/07,8.05,0,0,69,43
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/14/07,17.22,0,0,90,56
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/15/07,12.3,0.38,0,80,57
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/16/07,12.3,0.14,0,66,44
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/17/07,11.41,0,0,62,43
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/18/07,7.61,0,0,71,42
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/19/07,11.41,0,0,80,56
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/20/07,10.74,0.07,0,69,43
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/21/07,8.28,0,0,80,44
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/22/07,10.29,0,0,87,55
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/23/07,11.86,0,0,89,60
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/24/07,17.22,0.02,0,88,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/25/07,8.72,0,0,70,56
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/26/07,7.16,1.01,0,65,49
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/27/07,9.62,0.04,0,75,57
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/28/07,5.37,0,0,79,50
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/29/07,6.49,0,0,88,60
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/30/07,10.51,0,0,87,66
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/31/07,9.84,0.01,0,78,65
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/1/07,6.49,0.19,0,85,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/2/07,7.38,0.04,0,81,65
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/3/07,6.71,0.01,0,78,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/4/07,9.62,0.39,0,71,58
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/5/07,7.61,0.42,0,64,47
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/6/07,11.41,0.01,0,71,44
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/7/07,23.04,0,0,91,71
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/8/07,13.87,0,0,81,57
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/9/07,4.92,0,0,79,52
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/10/07,5.59,0,0,81,55
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/11/07,6.93,0,0,86,58
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/12/07,8.72,0,0,83,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/13/07,8.5,0,0,87,60
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/14/07,6.71,0,0,89,64
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/15/07,4.92,0,0,91,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/16/07,5.82,0,0,93,66
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/17/07,6.26,0,0,91,70
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/18/07,15.21,0.28,0,89,69
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/19/07,11.41,0.58,0,80,65
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/20/07,8.72,0,0,84,61
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/21/07,10.74,0.01,0,77,61
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/22/07,8.72,0,0,76,61
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/23/07,8.95,0.05,0,67,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/24/07,8.05,0,0,77,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/25/07,6.71,0,0,89,65
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/26/07,7.16,0.16,0,92,70
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/27/07,8.72,0.15,0,91,71
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/28/07,12.53,0,0,74,58
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/29/07,8.28,0,0,70,56
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/30/07,5.82,0,0,79,54
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/1/07,8.5,0,0,75,54
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/2/07,8.05,0,0,79,53
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/3/07,7.38,0.4,0,83,60
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/4/07,8.28,0.16,0,86,67
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/5/07,8.05,0,0,89,71
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/6/07,5.59,0,0,86,66
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/7/07,8.5,0,0,90,64
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/8/07,13.2,0,0,94,75
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/9/07,8.72,0.3,0,94,70
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/10/07,10.51,0.43,0,89,69
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/11/07,10.96,0,0,77,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/12/07,11.18,0,0,80,61
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/13/07,5.37,0,0,78,58
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/14/07,13.2,0,0,84,61
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/15/07,4.92,0,0,82,60
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/16/07,5.14,0.39,0,82,65
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/17/07,6.49,0.11,0,83,68
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/18/07,10.07,1.55,0,85,69
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/19/07,11.86,0.16,0,83,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/20/07,9.17,0,0,75,58
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/21/07,7.38,0,0,74,58
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/22/07,3.36,0,0,81,58
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/23/07,4.03,0,0,83,60
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/24/07,5.14,0,0,82,65
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/25/07,6.71,0,0,85,71
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/26/07,9.4,0.19,0,83,66
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/27/07,7.83,0.17,0,83,70
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/28/07,10.29,0,0,80,66
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/29/07,5.82,0,0,85,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/30/07,4.25,0,0,89,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/31/07,4.92,0,0,91,68
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/1/07,4.03,0,0,92,69
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/2/07,5.82,0,0,91,70
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/3/07,5.82,0,0,90,69
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/4/07,6.04,0.03,0,81,64
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/5/07,9.62,1.43,0,88,67
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/6/07,4.92,0.26,0,88,74
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/7/07,8.95,1.31,0,91,72
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/8/07,6.93,0.06,0,87,73
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/9/07,6.04,0.05,0,84,72
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/10/07,5.82,0,0,86,70
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/11/07,3.8,0,0,89,67
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/12/07,5.37,0.29,0,88,67
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/13/07,6.93,0,0,81,65
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/14/07,8.05,0.41,0,84,65
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/15/07,5.82,0.23,0,80,71
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/16/07,5.82,0,0,77,65
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/17/07,6.71,0,0,79,60
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/18/07,8.05,0.09,0,68,59
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/19/07,7.38,1.33,0,68,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/20/07,5.82,0.91,0,78,68
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/21/07,6.04,0,0,87,69
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/22/07,9.62,0.37,0,90,69
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/23/07,11.63,2.35,0,87,69
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/24/07,7.16,0.24,0,80,69
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/25/07,5.59,0.34,0,79,64
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/26/07,5.37,0,0,79,60
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/27/07,7.38,0,0,79,60
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/28/07,9.62,0,0,91,67
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/29/07,8.28,0,0,85,68
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/30/07,9.84,0,0,75,57
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/31/07,5.14,0,0,77,57
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/1/07,4.92,0,0,81,57
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/2/07,4.92,0,0,85,61
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/3/07,5.82,0,0,88,66
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/4/07,4.25,0,0,89,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/5/07,6.49,0,0,90,66
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/6/07,12.08,0.18,0,82,73
